ORIGIN_TABLE,customerNumber,customerName,contactLastName,contactFirstName,phone,addressLine1,addressLine2,city,state,postalCode,country,salesRepEmployeeNumber,creditLimit,employeeNumber,lastName,firstName,extension,email,officeCode,reportsTo,jobTitle,territory,orderNumber,productCode,quantityOrdered,priceEach,orderLineNumber,orderDate,requiredDate,shippedDate,status,comments,checkNumber,paymentDate,amount,productLine,textDescription,htmlDescription,image,productName,productScale,productVendor,productDescription,quantityInStock,buyPrice,MSRP
orders,141.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10104.0,unavailable,Hidden,N/A,0.0,2003-01-31,2003-02-09,2003-02-01,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,145.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10105.0,unavailable,Hidden,N/A,0.0,2003-02-11,2003-02-21,2003-02-12,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,278.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10106.0,unavailable,Hidden,N/A,0.0,2003-02-17,2003-02-24,2003-02-21,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,131.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10107.0,unavailable,Hidden,N/A,0.0,2003-02-24,2003-03-03,2003-02-26,Shipped,Difficult to negotiate with customer. We need more marketing materials,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,385.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10108.0,unavailable,Hidden,N/A,0.0,2003-03-03,2003-03-12,2003-03-08,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,486.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10109.0,unavailable,Hidden,N/A,0.0,2003-03-10,2003-03-19,2003-03-11,Shipped,Customer requested that FedEx Ground is used for this shipping,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,187.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10110.0,unavailable,Hidden,N/A,0.0,2003-03-18,2003-03-24,2003-03-20,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,129.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10111.0,unavailable,Hidden,N/A,0.0,2003-03-25,2003-03-31,2003-03-30,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,144.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10112.0,unavailable,Hidden,N/A,0.0,2003-03-24,2003-04-03,2003-03-29,Shipped,"Customer requested that ad materials (such as posters, pamphlets) be included in the shippment",unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,124.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10113.0,unavailable,Hidden,N/A,0.0,2003-03-26,2003-04-02,2003-03-27,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,172.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10114.0,unavailable,Hidden,N/A,0.0,2003-04-01,2003-04-07,2003-04-02,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,424.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10115.0,unavailable,Hidden,N/A,0.0,2003-04-04,2003-04-12,2003-04-07,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,381.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10116.0,unavailable,Hidden,N/A,0.0,2003-04-11,2003-04-19,2003-04-13,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,148.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10117.0,unavailable,Hidden,N/A,0.0,2003-04-16,2003-04-24,2003-04-17,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,216.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10118.0,unavailable,Hidden,N/A,0.0,2003-04-21,2003-04-29,2003-04-26,Shipped,Customer has worked with some of our vendors in the past and is aware of their MSRP,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,382.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10119.0,unavailable,Hidden,N/A,0.0,2003-04-28,2003-05-05,2003-05-02,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,114.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10120.0,unavailable,Hidden,N/A,0.0,2003-04-29,2003-05-08,2003-05-01,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,353.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10121.0,unavailable,Hidden,N/A,0.0,2003-05-07,2003-05-13,2003-05-13,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,350.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10122.0,unavailable,Hidden,N/A,0.0,2003-05-08,2003-05-16,2003-05-13,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,103.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10123.0,unavailable,Hidden,N/A,0.0,2003-05-20,2003-05-29,2003-05-22,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,112.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10124.0,unavailable,Hidden,N/A,0.0,2003-05-21,2003-05-29,2003-05-25,Shipped,Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,114.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10125.0,unavailable,Hidden,N/A,0.0,2003-05-21,2003-05-27,2003-05-24,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,458.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10126.0,unavailable,Hidden,N/A,0.0,2003-05-28,2003-06-07,2003-06-02,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,151.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10127.0,unavailable,Hidden,N/A,0.0,2003-06-03,2003-06-09,2003-06-06,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,141.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10128.0,unavailable,Hidden,N/A,0.0,2003-06-06,2003-06-12,2003-06-11,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,324.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10129.0,unavailable,Hidden,N/A,0.0,2003-06-12,2003-06-18,2003-06-14,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,198.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10130.0,unavailable,Hidden,N/A,0.0,2003-06-16,2003-06-24,2003-06-21,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,447.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10131.0,unavailable,Hidden,N/A,0.0,2003-06-16,2003-06-25,2003-06-21,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,323.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10132.0,unavailable,Hidden,N/A,0.0,2003-06-25,2003-07-01,2003-06-28,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,141.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10133.0,unavailable,Hidden,N/A,0.0,2003-06-27,2003-07-04,2003-07-03,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,250.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10134.0,unavailable,Hidden,N/A,0.0,2003-07-01,2003-07-10,2003-07-05,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,124.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10135.0,unavailable,Hidden,N/A,0.0,2003-07-02,2003-07-12,2003-07-03,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,242.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10136.0,unavailable,Hidden,N/A,0.0,2003-07-04,2003-07-14,2003-07-06,Shipped,Customer is interested in buying more Ferrari models,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,353.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10137.0,unavailable,Hidden,N/A,0.0,2003-07-10,2003-07-20,2003-07-14,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,496.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10138.0,unavailable,Hidden,N/A,0.0,2003-07-07,2003-07-16,2003-07-13,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,282.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10139.0,unavailable,Hidden,N/A,0.0,2003-07-16,2003-07-23,2003-07-21,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,161.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10140.0,unavailable,Hidden,N/A,0.0,2003-07-24,2003-08-02,2003-07-30,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,334.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10141.0,unavailable,Hidden,N/A,0.0,2003-08-01,2003-08-09,2003-08-04,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,124.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10142.0,unavailable,Hidden,N/A,0.0,2003-08-08,2003-08-16,2003-08-13,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,320.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10143.0,unavailable,Hidden,N/A,0.0,2003-08-10,2003-08-18,2003-08-12,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,381.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10144.0,unavailable,Hidden,N/A,0.0,2003-08-13,2003-08-21,2003-08-14,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,205.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10145.0,unavailable,Hidden,N/A,0.0,2003-08-25,2003-09-02,2003-08-31,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,447.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10146.0,unavailable,Hidden,N/A,0.0,2003-09-03,2003-09-13,2003-09-06,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,379.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10147.0,unavailable,Hidden,N/A,0.0,2003-09-05,2003-09-12,2003-09-09,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,276.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10148.0,unavailable,Hidden,N/A,0.0,2003-09-11,2003-09-21,2003-09-15,Shipped,They want to reevaluate their terms agreement with Finance.,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,487.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10149.0,unavailable,Hidden,N/A,0.0,2003-09-12,2003-09-18,2003-09-17,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,148.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10150.0,unavailable,Hidden,N/A,0.0,2003-09-19,2003-09-27,2003-09-21,Shipped,They want to reevaluate their terms agreement with Finance.,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,311.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10151.0,unavailable,Hidden,N/A,0.0,2003-09-21,2003-09-30,2003-09-24,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,333.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10152.0,unavailable,Hidden,N/A,0.0,2003-09-25,2003-10-03,2003-10-01,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,141.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10153.0,unavailable,Hidden,N/A,0.0,2003-09-28,2003-10-05,2003-10-03,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,219.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10154.0,unavailable,Hidden,N/A,0.0,2003-10-02,2003-10-12,2003-10-08,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,186.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10155.0,unavailable,Hidden,N/A,0.0,2003-10-06,2003-10-13,2003-10-07,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,141.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10156.0,unavailable,Hidden,N/A,0.0,2003-10-08,2003-10-17,2003-10-11,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,473.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10157.0,unavailable,Hidden,N/A,0.0,2003-10-09,2003-10-15,2003-10-14,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,121.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10158.0,unavailable,Hidden,N/A,0.0,2003-10-10,2003-10-18,2003-10-15,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,321.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10159.0,unavailable,Hidden,N/A,0.0,2003-10-10,2003-10-19,2003-10-16,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,347.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10160.0,unavailable,Hidden,N/A,0.0,2003-10-11,2003-10-17,2003-10-17,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,227.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10161.0,unavailable,Hidden,N/A,0.0,2003-10-17,2003-10-25,2003-10-20,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,321.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10162.0,unavailable,Hidden,N/A,0.0,2003-10-18,2003-10-26,2003-10-19,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,424.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10163.0,unavailable,Hidden,N/A,0.0,2003-10-20,2003-10-27,2003-10-24,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,452.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10164.0,unavailable,Hidden,N/A,0.0,2003-10-21,2003-10-30,2003-10-23,Resolved,"This order was disputed, but resolved on 11/1/2003; Customer doesn't like the colors and precision of the models.",unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,148.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10165.0,unavailable,Hidden,N/A,0.0,2003-10-22,2003-10-31,2003-12-26,Shipped,This order was on hold because customers's credit limit had been exceeded. Order will ship when payment is received,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,462.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10166.0,unavailable,Hidden,N/A,0.0,2003-10-21,2003-10-30,2003-10-27,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,448.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10167.0,unavailable,Hidden,N/A,0.0,2003-10-23,2003-10-30,N/A,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didn't ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,161.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10168.0,unavailable,Hidden,N/A,0.0,2003-10-28,2003-11-03,2003-11-01,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,276.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10169.0,unavailable,Hidden,N/A,0.0,2003-11-04,2003-11-14,2003-11-09,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,452.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10170.0,unavailable,Hidden,N/A,0.0,2003-11-04,2003-11-12,2003-11-07,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orders,233.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10171.0,unavailable,Hidden,N/A,0.0,2003-11-05,2003-11-13,2003-11-07,Shipped,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
